"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"10.07.2016 15:15 - 10.07.2016 15:30","46103","47559"
"10.07.2016 15:30 - 10.07.2016 15:45","45768","47425"
"10.07.2016 15:45 - 10.07.2016 16:00","46011","47547"
"10.07.2016 16:00 - 10.07.2016 16:15","45922","47418"
"10.07.2016 16:15 - 10.07.2016 16:30","46513","47464"
"10.07.2016 16:30 - 10.07.2016 16:45","46435","47646"
"10.07.2016 16:45 - 10.07.2016 17:00","45991","47799"
"10.07.2016 17:00 - 10.07.2016 17:15","46497","48323"
"10.07.2016 17:15 - 10.07.2016 17:30","46247","48361"
"10.07.2016 17:30 - 10.07.2016 17:45","46911","48803"
"10.07.2016 17:45 - 10.07.2016 18:00","47113","49248"
"10.07.2016 18:00 - 10.07.2016 18:15","47594","49698"
"10.07.2016 18:15 - 10.07.2016 18:30","47757","49722"
"10.07.2016 18:30 - 10.07.2016 18:45","48072","49839"
"10.07.2016 18:45 - 10.07.2016 19:00","48000","49936"
"10.07.2016 19:00 - 10.07.2016 19:15","48525","50147"
"10.07.2016 19:15 - 10.07.2016 19:30","48348","49825"
"10.07.2016 19:30 - 10.07.2016 19:45","47937","49791"
"10.07.2016 19:45 - 10.07.2016 20:00","47486","49434"
"10.07.2016 20:00 - 10.07.2016 20:15","47856","49346"
"10.07.2016 20:15 - 10.07.2016 20:30","47710","49105"
"10.07.2016 20:30 - 10.07.2016 20:45","46866","48979"
"10.07.2016 20:45 - 10.07.2016 21:00","46862","48687"
"10.07.2016 21:00 - 10.07.2016 21:15","46319","48879"
"10.07.2016 21:15 - 10.07.2016 21:30","46219","48457"
"10.07.2016 21:30 - 10.07.2016 21:45","46404","48603"
"10.07.2016 21:45 - 10.07.2016 22:00","46945","49363"
"10.07.2016 22:00 - 10.07.2016 22:15","47377","49918"
"10.07.2016 22:15 - 10.07.2016 22:30","47159","49373"
"10.07.2016 22:30 - 10.07.2016 22:45","46424","48775"
"10.07.2016 22:45 - 10.07.2016 23:00","45308","48134"
"10.07.2016 23:00 - 10.07.2016 23:15","44211","47597"
"10.07.2016 23:15 - 10.07.2016 23:30","43263","46707"
"10.07.2016 23:30 - 10.07.2016 23:45","42555","45936"
"10.07.2016 23:45 - 11.07.2016 00:00","41693","45539"
"11.07.2016 00:00 - 11.07.2016 00:15","41538","44903"
"11.07.2016 00:15 - 11.07.2016 00:30","41068","44157"
"11.07.2016 00:30 - 11.07.2016 00:45","40579","43574"
"11.07.2016 00:45 - 11.07.2016 01:00","40142","43178"
"11.07.2016 01:00 - 11.07.2016 01:15","39736","42765"
"11.07.2016 01:15 - 11.07.2016 01:30","39395","42303"
"11.07.2016 01:30 - 11.07.2016 01:45","39119","41975"
"11.07.2016 01:45 - 11.07.2016 02:00","38865","41522"
"11.07.2016 02:00 - 11.07.2016 02:15","38608","41331"
"11.07.2016 02:15 - 11.07.2016 02:30","38483","41040"
"11.07.2016 02:30 - 11.07.2016 02:45","38418","40975"
"11.07.2016 02:45 - 11.07.2016 03:00","38455","40842"
"11.07.2016 03:00 - 11.07.2016 03:15","38629","40988"
"11.07.2016 03:15 - 11.07.2016 03:30","38505","41143"
"11.07.2016 03:30 - 11.07.2016 03:45","38696","41093"
"11.07.2016 03:45 - 11.07.2016 04:00","38721","41048"
"11.07.2016 04:00 - 11.07.2016 04:15","39488","41545"
"11.07.2016 04:15 - 11.07.2016 04:30","39895","42070"
"11.07.2016 04:30 - 11.07.2016 04:45","40306","42444"
"11.07.2016 04:45 - 11.07.2016 05:00","40927","43080"
"11.07.2016 05:00 - 11.07.2016 05:15","42393","44057"
"11.07.2016 05:15 - 11.07.2016 05:30","42798","44741"
"11.07.2016 05:30 - 11.07.2016 05:45","44100","45607"
"11.07.2016 05:45 - 11.07.2016 06:00","45641","47235"
"11.07.2016 06:00 - 11.07.2016 06:15","48848","50798"
"11.07.2016 06:15 - 11.07.2016 06:30","51431","53062"
"11.07.2016 06:30 - 11.07.2016 06:45","53330","54920"
"11.07.2016 06:45 - 11.07.2016 07:00","54780","56721"
"11.07.2016 07:00 - 11.07.2016 07:15","56780","58842"
"11.07.2016 07:15 - 11.07.2016 07:30","58060","60345"
"11.07.2016 07:30 - 11.07.2016 07:45","59058","61577"
"11.07.2016 07:45 - 11.07.2016 08:00","59994","62513"
"11.07.2016 08:00 - 11.07.2016 08:15","61089","63564"
"11.07.2016 08:15 - 11.07.2016 08:30","61617","64499"
"11.07.2016 08:30 - 11.07.2016 08:45","61818","65133"
"11.07.2016 08:45 - 11.07.2016 09:00","62007","65368"
"11.07.2016 09:00 - 11.07.2016 09:15","61730","65865"
"11.07.2016 09:15 - 11.07.2016 09:30","62362","66348"
"11.07.2016 09:30 - 11.07.2016 09:45","62531","66991"
"11.07.2016 09:45 - 11.07.2016 10:00","62841","67616"
"11.07.2016 10:00 - 11.07.2016 10:15","63404","68390"
"11.07.2016 10:15 - 11.07.2016 10:30","63496","68722"
"11.07.2016 10:30 - 11.07.2016 10:45","63902","69178"
"11.07.2016 10:45 - 11.07.2016 11:00","64609","69766"
"11.07.2016 11:00 - 11.07.2016 11:15","65089","70544"
"11.07.2016 11:15 - 11.07.2016 11:30","65653","71250"
"11.07.2016 11:30 - 11.07.2016 11:45","66057","71540"
"11.07.2016 11:45 - 11.07.2016 12:00","66200","71533"
"11.07.2016 12:00 - 11.07.2016 12:15","64928","71005"
"11.07.2016 12:15 - 11.07.2016 12:30","64317","70538"
"11.07.2016 12:30 - 11.07.2016 12:45","64759","70456"
"11.07.2016 12:45 - 11.07.2016 13:00","64240","70743"
"11.07.2016 13:00 - 11.07.2016 13:15","65195","70296"
"11.07.2016 13:15 - 11.07.2016 13:30","64787","70248"
"11.07.2016 13:30 - 11.07.2016 13:45","64267","69770"
"11.07.2016 13:45 - 11.07.2016 14:00","64134","69088"
"11.07.2016 14:00 - 11.07.2016 14:15","63756","68529"
"11.07.2016 14:15 - 11.07.2016 14:30","63457","68291"
"11.07.2016 14:30 - 11.07.2016 14:45","62596","68166"
"11.07.2016 14:45 - 11.07.2016 15:00","62944","68115"
"11.07.2016 15:00 - 11.07.2016 15:15","62532","68193"
"11.07.2016 15:15 - 11.07.2016 15:30","62687","67817"
"11.07.2016 15:30 - 11.07.2016 15:45","62255","67182"
"11.07.2016 15:45 - 11.07.2016 16:00","61949","66533"
"11.07.2016 16:00 - 11.07.2016 16:15","60882","66139"
"11.07.2016 16:15 - 11.07.2016 16:30","60570","65883"
"11.07.2016 16:30 - 11.07.2016 16:45","59440","65450"
"11.07.2016 16:45 - 11.07.2016 17:00","60429","64837"
"11.07.2016 17:00 - 11.07.2016 17:15","60172","64686"
"11.07.2016 17:15 - 11.07.2016 17:30","60517","64498"
"11.07.2016 17:30 - 11.07.2016 17:45","59908","64375"
"11.07.2016 17:45 - 11.07.2016 18:00","60038","64419"
"11.07.2016 18:00 - 11.07.2016 18:15","59891","64134"
"11.07.2016 18:15 - 11.07.2016 18:30","59109","64252"
"11.07.2016 18:30 - 11.07.2016 18:45","59534","64130"
"11.07.2016 18:45 - 11.07.2016 19:00","59687","63712"
"11.07.2016 19:00 - 11.07.2016 19:15","58924","63238"
"11.07.2016 19:15 - 11.07.2016 19:30","58418","63008"
"11.07.2016 19:30 - 11.07.2016 19:45","58264","62494"
"11.07.2016 19:45 - 11.07.2016 20:00","58399","62217"
"11.07.2016 20:00 - 11.07.2016 20:15","57680","61095"
"11.07.2016 20:15 - 11.07.2016 20:30","56699","60130"
"11.07.2016 20:30 - 11.07.2016 20:45","56164","59314"
"11.07.2016 20:45 - 11.07.2016 21:00","55168","58590"
"11.07.2016 21:00 - 11.07.2016 21:15","55249","57904"
"11.07.2016 21:15 - 11.07.2016 21:30","54695","57435"
"11.07.2016 21:30 - 11.07.2016 21:45","54589","57015"
"11.07.2016 21:45 - 11.07.2016 22:00","53268","56754"
"11.07.2016 22:00 - 11.07.2016 22:15","52877","56418"
"11.07.2016 22:15 - 11.07.2016 22:30","52104","55888"
"11.07.2016 22:30 - 11.07.2016 22:45","51098","54934"
"11.07.2016 22:45 - 11.07.2016 23:00","50259","53581"
"11.07.2016 23:00 - 11.07.2016 23:15","49180","52139"
"11.07.2016 23:15 - 11.07.2016 23:30","48219","51536"
"11.07.2016 23:30 - 11.07.2016 23:45","47295","50813"
"11.07.2016 23:45 - 12.07.2016 00:00","46525","50023"
"12.07.2016 00:00 - 12.07.2016 00:15","46068","48790"
"12.07.2016 00:15 - 12.07.2016 00:30","45301","48416"
"12.07.2016 00:30 - 12.07.2016 00:45","44836","47950"
"12.07.2016 00:45 - 12.07.2016 01:00","44403","47543"
"12.07.2016 01:00 - 12.07.2016 01:15","43742","46822"
"12.07.2016 01:15 - 12.07.2016 01:30","43355","46570"
"12.07.2016 01:30 - 12.07.2016 01:45","42999","46220"
"12.07.2016 01:45 - 12.07.2016 02:00","42651","45777"
"12.07.2016 02:00 - 12.07.2016 02:15","42208","45586"
"12.07.2016 02:15 - 12.07.2016 02:30","41921","45492"
"12.07.2016 02:30 - 12.07.2016 02:45","41965","45479"
"12.07.2016 02:45 - 12.07.2016 03:00","42026","45577"
"12.07.2016 03:00 - 12.07.2016 03:15","42136","45579"
"12.07.2016 03:15 - 12.07.2016 03:30","42357","45548"
"12.07.2016 03:30 - 12.07.2016 03:45","42308","45500"
"12.07.2016 03:45 - 12.07.2016 04:00","42245","45214"
"12.07.2016 04:00 - 12.07.2016 04:15","42725","45558"
"12.07.2016 04:15 - 12.07.2016 04:30","42864","45943"
"12.07.2016 04:30 - 12.07.2016 04:45","43324","46377"
"12.07.2016 04:45 - 12.07.2016 05:00","43847","46599"
"12.07.2016 05:00 - 12.07.2016 05:15","44871","47247"
"12.07.2016 05:15 - 12.07.2016 05:30","45347","48015"
"12.07.2016 05:30 - 12.07.2016 05:45","46193","48787"
"12.07.2016 05:45 - 12.07.2016 06:00","47362","49876"
"12.07.2016 06:00 - 12.07.2016 06:15","50200","53138"
"12.07.2016 06:15 - 12.07.2016 06:30","52435","55168"
"12.07.2016 06:30 - 12.07.2016 06:45","54122","56990"
"12.07.2016 06:45 - 12.07.2016 07:00","55548","58463"
"12.07.2016 07:00 - 12.07.2016 07:15","57571","60678"
"12.07.2016 07:15 - 12.07.2016 07:30","58624","62047"
"12.07.2016 07:30 - 12.07.2016 07:45","59591","63144"
"12.07.2016 07:45 - 12.07.2016 08:00","60415","64062"
"12.07.2016 08:00 - 12.07.2016 08:15","61342","65052"
"12.07.2016 08:15 - 12.07.2016 08:30","61920","65843"
"12.07.2016 08:30 - 12.07.2016 08:45","62245","66383"
"12.07.2016 08:45 - 12.07.2016 09:00","62296","66664"
"12.07.2016 09:00 - 12.07.2016 09:15","62062","66506"
"12.07.2016 09:15 - 12.07.2016 09:30","62686","66875"
"12.07.2016 09:30 - 12.07.2016 09:45","63008","67324"
"12.07.2016 09:45 - 12.07.2016 10:00","63395","67853"
"12.07.2016 10:00 - 12.07.2016 10:15","63848","68466"
"12.07.2016 10:15 - 12.07.2016 10:30","64208","68790"
"12.07.2016 10:30 - 12.07.2016 10:45","64551","69292"
"12.07.2016 10:45 - 12.07.2016 11:00","65026","69810"
"12.07.2016 11:00 - 12.07.2016 11:15","65200","69695"
"12.07.2016 11:15 - 12.07.2016 11:30","65746","70140"
"12.07.2016 11:30 - 12.07.2016 11:45","65989","70418"
"12.07.2016 11:45 - 12.07.2016 12:00","65563","70411"
"12.07.2016 12:00 - 12.07.2016 12:15","65419","69985"
"12.07.2016 12:15 - 12.07.2016 12:30","64994","69818"
"12.07.2016 12:30 - 12.07.2016 12:45","64751","69730"
"12.07.2016 12:45 - 12.07.2016 13:00","65019","70224"
"12.07.2016 13:00 - 12.07.2016 13:15","64709","70015"
"12.07.2016 13:15 - 12.07.2016 13:30","64661","69611"
"12.07.2016 13:30 - 12.07.2016 13:45","64191","68896"
"12.07.2016 13:45 - 12.07.2016 14:00","63544","68105"
"12.07.2016 14:00 - 12.07.2016 14:15","63181","67715"
"12.07.2016 14:15 - 12.07.2016 14:30","62996","67458"
"12.07.2016 14:30 - 12.07.2016 14:45","62650","67251"
"12.07.2016 14:45 - 12.07.2016 15:00","63230","66953"
"12.07.2016 15:00 - 12.07.2016 15:15","63057","66710"
"12.07.2016 15:15 - 12.07.2016 15:30","62280","66388"
"12.07.2016 15:30 - 12.07.2016 15:45","62150","66158"
"12.07.2016 15:45 - 12.07.2016 16:00","61606","65448"
"12.07.2016 16:00 - 12.07.2016 16:15","61374","65402"
"12.07.2016 16:15 - 12.07.2016 16:30","61378","65268"
"12.07.2016 16:30 - 12.07.2016 16:45","60870","64674"
"12.07.2016 16:45 - 12.07.2016 17:00","60634","64389"
"12.07.2016 17:00 - 12.07.2016 17:15","60204","64054"
"12.07.2016 17:15 - 12.07.2016 17:30","60477","63765"
"12.07.2016 17:30 - 12.07.2016 17:45","60448","63829"
"12.07.2016 17:45 - 12.07.2016 18:00","60400","63707"
"12.07.2016 18:00 - 12.07.2016 18:15","59959","63210"
"12.07.2016 18:15 - 12.07.2016 18:30","59774","62774"
"12.07.2016 18:30 - 12.07.2016 18:45","59954","62928"
"12.07.2016 18:45 - 12.07.2016 19:00","60006","63195"
"12.07.2016 19:00 - 12.07.2016 19:15","59903","62698"
"12.07.2016 19:15 - 12.07.2016 19:30","59281","62029"
"12.07.2016 19:30 - 12.07.2016 19:45","59005","61836"
"12.07.2016 19:45 - 12.07.2016 20:00","58596","61096"
"12.07.2016 20:00 - 12.07.2016 20:15","57830","60123"
"12.07.2016 20:15 - 12.07.2016 20:30","57089","59309"
"12.07.2016 20:30 - 12.07.2016 20:45","56348","58500"
"12.07.2016 20:45 - 12.07.2016 21:00","55793","57943"
"12.07.2016 21:00 - 12.07.2016 21:15","54960","57202"
"12.07.2016 21:15 - 12.07.2016 21:30","54786","56723"
"12.07.2016 21:30 - 12.07.2016 21:45","54380","56222"
"12.07.2016 21:45 - 12.07.2016 22:00","54035","55748"
"12.07.2016 22:00 - 12.07.2016 22:15","53718","55485"
"12.07.2016 22:15 - 12.07.2016 22:30","53109","54755"
"12.07.2016 22:30 - 12.07.2016 22:45","52082","53471"
"12.07.2016 22:45 - 12.07.2016 23:00","50848","52464"
"12.07.2016 23:00 - 12.07.2016 23:15","49557","51073"
"12.07.2016 23:15 - 12.07.2016 23:30","48431","50006"
"12.07.2016 23:30 - 12.07.2016 23:45","47517","49153"
"12.07.2016 23:45 - 13.07.2016 00:00","46856","48188"
"13.07.2016 00:00 - 13.07.2016 00:15","46110","47275"
"13.07.2016 00:15 - 13.07.2016 00:30","45613","46601"
"13.07.2016 00:30 - 13.07.2016 00:45","45013","46060"
"13.07.2016 00:45 - 13.07.2016 01:00","44498","45752"
"13.07.2016 01:00 - 13.07.2016 01:15","43962","45189"
"13.07.2016 01:15 - 13.07.2016 01:30","43535","44979"
"13.07.2016 01:30 - 13.07.2016 01:45","43185","44574"
"13.07.2016 01:45 - 13.07.2016 02:00","42938","44561"
"13.07.2016 02:00 - 13.07.2016 02:15","42577","44010"
"13.07.2016 02:15 - 13.07.2016 02:30","42340","43846"
"13.07.2016 02:30 - 13.07.2016 02:45","42281","43745"
"13.07.2016 02:45 - 13.07.2016 03:00","42336","43961"
"13.07.2016 03:00 - 13.07.2016 03:15","42485","43916"
"13.07.2016 03:15 - 13.07.2016 03:30","42479","43944"
"13.07.2016 03:30 - 13.07.2016 03:45","42580","44016"
"13.07.2016 03:45 - 13.07.2016 04:00","42568","44003"
"13.07.2016 04:00 - 13.07.2016 04:15","43052","44240"
"13.07.2016 04:15 - 13.07.2016 04:30","43332","44616"
"13.07.2016 04:30 - 13.07.2016 04:45","43750","45088"
"13.07.2016 04:45 - 13.07.2016 05:00","44240","45529"
"13.07.2016 05:00 - 13.07.2016 05:15","45239","46315"
"13.07.2016 05:15 - 13.07.2016 05:30","45524","46856"
"13.07.2016 05:30 - 13.07.2016 05:45","46429","47731"
"13.07.2016 05:45 - 13.07.2016 06:00","47575","48871"
"13.07.2016 06:00 - 13.07.2016 06:15","50327","51905"
"13.07.2016 06:15 - 13.07.2016 06:30","52683","53779"
"13.07.2016 06:30 - 13.07.2016 06:45","54323","55261"
"13.07.2016 06:45 - 13.07.2016 07:00","55746","57052"
"13.07.2016 07:00 - 13.07.2016 07:15","57571","58995"
"13.07.2016 07:15 - 13.07.2016 07:30","58543","60241"
"13.07.2016 07:30 - 13.07.2016 07:45","59752","61455"
"13.07.2016 07:45 - 13.07.2016 08:00","60645","62290"
"13.07.2016 08:00 - 13.07.2016 08:15","61335","63448"
"13.07.2016 08:15 - 13.07.2016 08:30","62287","64085"
"13.07.2016 08:30 - 13.07.2016 08:45","62652","64799"
"13.07.2016 08:45 - 13.07.2016 09:00","62752","64975"
"13.07.2016 09:00 - 13.07.2016 09:15","62838","65017"
"13.07.2016 09:15 - 13.07.2016 09:30","63348","65335"
"13.07.2016 09:30 - 13.07.2016 09:45","63610","65844"
"13.07.2016 09:45 - 13.07.2016 10:00","63854","66299"
"13.07.2016 10:00 - 13.07.2016 10:15","64101","66746"
"13.07.2016 10:15 - 13.07.2016 10:30","64823","67339"
"13.07.2016 10:30 - 13.07.2016 10:45","65064","67933"
"13.07.2016 10:45 - 13.07.2016 11:00","65559","68329"
"13.07.2016 11:00 - 13.07.2016 11:15","66018","68521"
"13.07.2016 11:15 - 13.07.2016 11:30","66526","68914"
"13.07.2016 11:30 - 13.07.2016 11:45","66772","69288"
"13.07.2016 11:45 - 13.07.2016 12:00","66306","69116"
"13.07.2016 12:00 - 13.07.2016 12:15","65966","68371"
"13.07.2016 12:15 - 13.07.2016 12:30","65847","68298"
"13.07.2016 12:30 - 13.07.2016 12:45","65837","68412"
"13.07.2016 12:45 - 13.07.2016 13:00","65960","68184"
"13.07.2016 13:00 - 13.07.2016 13:15","65782","67726"
"13.07.2016 13:15 - 13.07.2016 13:30","65703","67306"
"13.07.2016 13:30 - 13.07.2016 13:45","65329","66903"
"13.07.2016 13:45 - 13.07.2016 14:00","64717","66256"
"13.07.2016 14:00 - 13.07.2016 14:15","64255","65813"
"13.07.2016 14:15 - 13.07.2016 14:30","63861","65864"
"13.07.2016 14:30 - 13.07.2016 14:45","63692","65926"
"13.07.2016 14:45 - 13.07.2016 15:00","64117","65856"
"13.07.2016 15:00 - 13.07.2016 15:15","64253","65643"
"13.07.2016 15:15 - 13.07.2016 15:30","63043","65106"
"13.07.2016 15:30 - 13.07.2016 15:45","63076","64910"
"13.07.2016 15:45 - 13.07.2016 16:00","62888","64582"
"13.07.2016 16:00 - 13.07.2016 16:15","62620","64429"
"13.07.2016 16:15 - 13.07.2016 16:30","62444","63592"
"13.07.2016 16:30 - 13.07.2016 16:45","62107","63530"
"13.07.2016 16:45 - 13.07.2016 17:00","61717","63192"
"13.07.2016 17:00 - 13.07.2016 17:15","61461","63126"
"13.07.2016 17:15 - 13.07.2016 17:30","61702","63161"
"13.07.2016 17:30 - 13.07.2016 17:45","61715","63130"
"13.07.2016 17:45 - 13.07.2016 18:00","61405","63278"
"13.07.2016 18:00 - 13.07.2016 18:15","60993","62729"
"13.07.2016 18:15 - 13.07.2016 18:30","61071","62326"
"13.07.2016 18:30 - 13.07.2016 18:45","61117","62457"
"13.07.2016 18:45 - 13.07.2016 19:00","61044","62331"
"13.07.2016 19:00 - 13.07.2016 19:15","60847","62111"
"13.07.2016 19:15 - 13.07.2016 19:30","60278","61725"
"13.07.2016 19:30 - 13.07.2016 19:45","60023","61330"
"13.07.2016 19:45 - 13.07.2016 20:00","59679","61020"
"13.07.2016 20:00 - 13.07.2016 20:15","58718","59955"
"13.07.2016 20:15 - 13.07.2016 20:30","57874","59011"
"13.07.2016 20:30 - 13.07.2016 20:45","57045","58257"
"13.07.2016 20:45 - 13.07.2016 21:00","56438","57520"
"13.07.2016 21:00 - 13.07.2016 21:15","55574","56915"
"13.07.2016 21:15 - 13.07.2016 21:30","55191","56406"
"13.07.2016 21:30 - 13.07.2016 21:45","54833","56032"
"13.07.2016 21:45 - 13.07.2016 22:00","54603","55777"
"13.07.2016 22:00 - 13.07.2016 22:15","54315","55140"
"13.07.2016 22:15 - 13.07.2016 22:30","53408","54207"
"13.07.2016 22:30 - 13.07.2016 22:45","52336","53145"
"13.07.2016 22:45 - 13.07.2016 23:00","51040","52158"
"13.07.2016 23:00 - 13.07.2016 23:15","49710","51016"
"13.07.2016 23:15 - 13.07.2016 23:30","48586","50192"
"13.07.2016 23:30 - 13.07.2016 23:45","47709","49403"
"13.07.2016 23:45 - 14.07.2016 00:00","46920","48566"
"14.07.2016 00:00 - 14.07.2016 00:15","45965","47291"
"14.07.2016 00:15 - 14.07.2016 00:30","45502","46842"
"14.07.2016 00:30 - 14.07.2016 00:45","44922","45969"
"14.07.2016 00:45 - 14.07.2016 01:00","44356","45571"
"14.07.2016 01:00 - 14.07.2016 01:15","43816","45032"
"14.07.2016 01:15 - 14.07.2016 01:30","43427","44618"
"14.07.2016 01:30 - 14.07.2016 01:45","43096","44160"
"14.07.2016 01:45 - 14.07.2016 02:00","42730","44149"
"14.07.2016 02:00 - 14.07.2016 02:15","42389","43896"
"14.07.2016 02:15 - 14.07.2016 02:30","42171","43556"
"14.07.2016 02:30 - 14.07.2016 02:45","42197","43521"
"14.07.2016 02:45 - 14.07.2016 03:00","42305","43679"
"14.07.2016 03:00 - 14.07.2016 03:15","42420","43932"
"14.07.2016 03:15 - 14.07.2016 03:30","42430","43946"
"14.07.2016 03:30 - 14.07.2016 03:45","42532","43911"
"14.07.2016 03:45 - 14.07.2016 04:00","42571","43885"
"14.07.2016 04:00 - 14.07.2016 04:15","43097","44530"
"14.07.2016 04:15 - 14.07.2016 04:30","43289","44788"
"14.07.2016 04:30 - 14.07.2016 04:45","43755","45258"
"14.07.2016 04:45 - 14.07.2016 05:00","44266","45812"
"14.07.2016 05:00 - 14.07.2016 05:15","45287","46879"
"14.07.2016 05:15 - 14.07.2016 05:30","45580","47270"
"14.07.2016 05:30 - 14.07.2016 05:45","46520","48158"
"14.07.2016 05:45 - 14.07.2016 06:00","47683","49529"
"14.07.2016 06:00 - 14.07.2016 06:15","50460","52277"
"14.07.2016 06:15 - 14.07.2016 06:30","52506","54406"
"14.07.2016 06:30 - 14.07.2016 06:45","54201","55919"
"14.07.2016 06:45 - 14.07.2016 07:00","55632","57472"
"14.07.2016 07:00 - 14.07.2016 07:15","57480","59771"
"14.07.2016 07:15 - 14.07.2016 07:30","58875","60958"
"14.07.2016 07:30 - 14.07.2016 07:45","60022","61994"
"14.07.2016 07:45 - 14.07.2016 08:00","60960","62871"
"14.07.2016 08:00 - 14.07.2016 08:15","61842","63895"
"14.07.2016 08:15 - 14.07.2016 08:30","62510","64594"
"14.07.2016 08:30 - 14.07.2016 08:45","62846","65149"
"14.07.2016 08:45 - 14.07.2016 09:00","62943","65507"
"14.07.2016 09:00 - 14.07.2016 09:15","63007","65330"
"14.07.2016 09:15 - 14.07.2016 09:30","63549","65799"
"14.07.2016 09:30 - 14.07.2016 09:45","63868","66267"
"14.07.2016 09:45 - 14.07.2016 10:00","64157","66579"
"14.07.2016 10:00 - 14.07.2016 10:15","64664","67097"
"14.07.2016 10:15 - 14.07.2016 10:30","65019","67456"
"14.07.2016 10:30 - 14.07.2016 10:45","65250","67970"
"14.07.2016 10:45 - 14.07.2016 11:00","65768","68457"
"14.07.2016 11:00 - 14.07.2016 11:15","66046","68951"
"14.07.2016 11:15 - 14.07.2016 11:30","66552","69591"
"14.07.2016 11:30 - 14.07.2016 11:45","66917","69458"
"14.07.2016 11:45 - 14.07.2016 12:00","66271","69730"
"14.07.2016 12:00 - 14.07.2016 12:15","66255","69172"
"14.07.2016 12:15 - 14.07.2016 12:30","66105","68832"
"14.07.2016 12:30 - 14.07.2016 12:45","66039","69033"
"14.07.2016 12:45 - 14.07.2016 13:00","65976","68903"
"14.07.2016 13:00 - 14.07.2016 13:15","65825","68693"
"14.07.2016 13:15 - 14.07.2016 13:30","65816","68594"
"14.07.2016 13:30 - 14.07.2016 13:45","65378","68143"
"14.07.2016 13:45 - 14.07.2016 14:00","64491","67605"
"14.07.2016 14:00 - 14.07.2016 14:15","63972","67544"
"14.07.2016 14:15 - 14.07.2016 14:30","63698","67542"
"14.07.2016 14:30 - 14.07.2016 14:45","63542","66965"
"14.07.2016 14:45 - 14.07.2016 15:00","63957","66649"
"14.07.2016 15:00 - 14.07.2016 15:15","63834","66317"
"14.07.2016 15:15 - 14.07.2016 15:30","63042","65697"
"14.07.2016 15:30 - 14.07.2016 15:45","62855","65260"
"14.07.2016 15:45 - 14.07.2016 16:00","62159","64634"
"14.07.2016 16:00 - 14.07.2016 16:15","61983","64152"
"14.07.2016 16:15 - 14.07.2016 16:30","61855","64022"
"14.07.2016 16:30 - 14.07.2016 16:45","61837","63682"
"14.07.2016 16:45 - 14.07.2016 17:00","61213","63547"
"14.07.2016 17:00 - 14.07.2016 17:15","60846","63702"
"14.07.2016 17:15 - 14.07.2016 17:30","60962","63682"
"14.07.2016 17:30 - 14.07.2016 17:45","60969","63831"
"14.07.2016 17:45 - 14.07.2016 18:00","60736","63849"
"14.07.2016 18:00 - 14.07.2016 18:15","60415","63443"
"14.07.2016 18:15 - 14.07.2016 18:30","60368","63629"
"14.07.2016 18:30 - 14.07.2016 18:45","60449","63769"
"14.07.2016 18:45 - 14.07.2016 19:00","60409","63565"
"14.07.2016 19:00 - 14.07.2016 19:15","60200","63178"
"14.07.2016 19:15 - 14.07.2016 19:30","59642","62528"
"14.07.2016 19:30 - 14.07.2016 19:45","59254","62458"
"14.07.2016 19:45 - 14.07.2016 20:00","58715","61883"
"14.07.2016 20:00 - 14.07.2016 20:15","58081","60952"
"14.07.2016 20:15 - 14.07.2016 20:30","57225","60283"
"14.07.2016 20:30 - 14.07.2016 20:45","56266","59508"
"14.07.2016 20:45 - 14.07.2016 21:00","55586","58838"
"14.07.2016 21:00 - 14.07.2016 21:15","54831","58321"
"14.07.2016 21:15 - 14.07.2016 21:30","54457","57676"
"14.07.2016 21:30 - 14.07.2016 21:45","53883","57380"
"14.07.2016 21:45 - 14.07.2016 22:00","53724","57092"
"14.07.2016 22:00 - 14.07.2016 22:15","53354","56747"
"14.07.2016 22:15 - 14.07.2016 22:30","52680","55707"
"14.07.2016 22:30 - 14.07.2016 22:45","51639","54702"
"14.07.2016 22:45 - 14.07.2016 23:00","50477","53290"
"14.07.2016 23:00 - 14.07.2016 23:15","49227","51994"
"14.07.2016 23:15 - 14.07.2016 23:30","48453","50908"
"14.07.2016 23:30 - 14.07.2016 23:45","47529","49791"
"14.07.2016 23:45 - 15.07.2016 00:00","46750","48966"
"15.07.2016 00:00 - 15.07.2016 00:15","45262","47760"
"15.07.2016 00:15 - 15.07.2016 00:30","44672","47127"
"15.07.2016 00:30 - 15.07.2016 00:45","44127","46501"
"15.07.2016 00:45 - 15.07.2016 01:00","43623","46084"
"15.07.2016 01:00 - 15.07.2016 01:15","43032","45567"
"15.07.2016 01:15 - 15.07.2016 01:30","42601","45245"
"15.07.2016 01:30 - 15.07.2016 01:45","42305","44900"
"15.07.2016 01:45 - 15.07.2016 02:00","41961","44714"
"15.07.2016 02:00 - 15.07.2016 02:15","41634","44308"
"15.07.2016 02:15 - 15.07.2016 02:30","41364","44184"
"15.07.2016 02:30 - 15.07.2016 02:45","41437","44145"
"15.07.2016 02:45 - 15.07.2016 03:00","41589","44398"
"15.07.2016 03:00 - 15.07.2016 03:15","41653","44222"
"15.07.2016 03:15 - 15.07.2016 03:30","41545","44380"
"15.07.2016 03:30 - 15.07.2016 03:45","41694","44334"
"15.07.2016 03:45 - 15.07.2016 04:00","41743","44340"
