"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"16.07.2017 21:00 - 16.07.2017 21:15","47425","47477"
"16.07.2017 21:15 - 16.07.2017 21:30","47546","47320"
"16.07.2017 21:30 - 16.07.2017 21:45","47829","47522"
"16.07.2017 21:45 - 16.07.2017 22:00","48460","48190"
"16.07.2017 22:00 - 16.07.2017 22:15","48873","48637"
"16.07.2017 22:15 - 16.07.2017 22:30","48660","48309"
"16.07.2017 22:30 - 16.07.2017 22:45","47942","47359"
"16.07.2017 22:45 - 16.07.2017 23:00","46996","46849"
"16.07.2017 23:00 - 16.07.2017 23:15","45889","45793"
"16.07.2017 23:15 - 16.07.2017 23:30","45107","45196"
"16.07.2017 23:30 - 16.07.2017 23:45","44342","44307"
"16.07.2017 23:45 - 17.07.2017 00:00","43533","43772"
"17.07.2017 00:00 - 17.07.2017 00:15","42476","43342"
"17.07.2017 00:15 - 17.07.2017 00:30","41961","42711"
"17.07.2017 00:30 - 17.07.2017 00:45","41487","42262"
"17.07.2017 00:45 - 17.07.2017 01:00","41042","41845"
"17.07.2017 01:00 - 17.07.2017 01:15","40691","41574"
"17.07.2017 01:15 - 17.07.2017 01:30","40403","41203"
"17.07.2017 01:30 - 17.07.2017 01:45","39959","40861"
"17.07.2017 01:45 - 17.07.2017 02:00","39737","40612"
"17.07.2017 02:00 - 17.07.2017 02:15","39394","40539"
"17.07.2017 02:15 - 17.07.2017 02:30","39252","40431"
"17.07.2017 02:30 - 17.07.2017 02:45","39353","40240"
"17.07.2017 02:45 - 17.07.2017 03:00","39381","40308"
"17.07.2017 03:00 - 17.07.2017 03:15","39525","40015"
"17.07.2017 03:15 - 17.07.2017 03:30","39513","40163"
"17.07.2017 03:30 - 17.07.2017 03:45","39536","40199"
"17.07.2017 03:45 - 17.07.2017 04:00","39667","40377"
"17.07.2017 04:00 - 17.07.2017 04:15","40473","41213"
"17.07.2017 04:15 - 17.07.2017 04:30","40958","41619"
"17.07.2017 04:30 - 17.07.2017 04:45","41459","41900"
"17.07.2017 04:45 - 17.07.2017 05:00","42155","42489"
"17.07.2017 05:00 - 17.07.2017 05:15","43587","43924"
"17.07.2017 05:15 - 17.07.2017 05:30","44299","44450"
"17.07.2017 05:30 - 17.07.2017 05:45","45562","45547"
"17.07.2017 05:45 - 17.07.2017 06:00","47229","47259"
"17.07.2017 06:00 - 17.07.2017 06:15","50458","50382"
"17.07.2017 06:15 - 17.07.2017 06:30","52874","52401"
"17.07.2017 06:30 - 17.07.2017 06:45","54667","54159"
"17.07.2017 06:45 - 17.07.2017 07:00","56223","55916"
"17.07.2017 07:00 - 17.07.2017 07:15","58362","57818"
"17.07.2017 07:15 - 17.07.2017 07:30","59877","59043"
"17.07.2017 07:30 - 17.07.2017 07:45","61141","60332"
"17.07.2017 07:45 - 17.07.2017 08:00","62272","61606"
"17.07.2017 08:00 - 17.07.2017 08:15","63521","62543"
"17.07.2017 08:15 - 17.07.2017 08:30","63966","63464"
"17.07.2017 08:30 - 17.07.2017 08:45","64432","63940"
"17.07.2017 08:45 - 17.07.2017 09:00","64672","64229"
"17.07.2017 09:00 - 17.07.2017 09:15","64657","64262"
"17.07.2017 09:15 - 17.07.2017 09:30","65208","64558"
"17.07.2017 09:30 - 17.07.2017 09:45","65676","65347"
"17.07.2017 09:45 - 17.07.2017 10:00","65981","65840"
"17.07.2017 10:00 - 17.07.2017 10:15","66393","66189"
"17.07.2017 10:15 - 17.07.2017 10:30","66667","66565"
"17.07.2017 10:30 - 17.07.2017 10:45","66922","66980"
"17.07.2017 10:45 - 17.07.2017 11:00","67171","67411"
"17.07.2017 11:00 - 17.07.2017 11:15","67435","67845"
"17.07.2017 11:15 - 17.07.2017 11:30","67770","68289"
"17.07.2017 11:30 - 17.07.2017 11:45","68097","68530"
"17.07.2017 11:45 - 17.07.2017 12:00","68138","68571"
"17.07.2017 12:00 - 17.07.2017 12:15","67096","68134"
"17.07.2017 12:15 - 17.07.2017 12:30","66486","67815"
"17.07.2017 12:30 - 17.07.2017 12:45","66883","68005"
"17.07.2017 12:45 - 17.07.2017 13:00","66212","67665"
"17.07.2017 13:00 - 17.07.2017 13:15","66974","67727"
"17.07.2017 13:15 - 17.07.2017 13:30","66446","67708"
"17.07.2017 13:30 - 17.07.2017 13:45","65916","67272"
"17.07.2017 13:45 - 17.07.2017 14:00","65744","66461"
"17.07.2017 14:00 - 17.07.2017 14:15","65467","66201"
"17.07.2017 14:15 - 17.07.2017 14:30","65110","66309"
"17.07.2017 14:30 - 17.07.2017 14:45","64271","66088"
"17.07.2017 14:45 - 17.07.2017 15:00","64533","65736"
"17.07.2017 15:00 - 17.07.2017 15:15","64204","65662"
"17.07.2017 15:15 - 17.07.2017 15:30","64450","65219"
"17.07.2017 15:30 - 17.07.2017 15:45","63970","64831"
"17.07.2017 15:45 - 17.07.2017 16:00","63619","64226"
"17.07.2017 16:00 - 17.07.2017 16:15","62714","63999"
"17.07.2017 16:15 - 17.07.2017 16:30","62191","63641"
"17.07.2017 16:30 - 17.07.2017 16:45","61427","63444"
"17.07.2017 16:45 - 17.07.2017 17:00","62527","62998"
"17.07.2017 17:00 - 17.07.2017 17:15","62229","62582"
"17.07.2017 17:15 - 17.07.2017 17:30","62086","62642"
"17.07.2017 17:30 - 17.07.2017 17:45","61598","62910"
"17.07.2017 17:45 - 17.07.2017 18:00","61930","62829"
"17.07.2017 18:00 - 17.07.2017 18:15","61306","62359"
"17.07.2017 18:15 - 17.07.2017 18:30","60511","62074"
"17.07.2017 18:30 - 17.07.2017 18:45","60815","61936"
"17.07.2017 18:45 - 17.07.2017 19:00","60898","62016"
"17.07.2017 19:00 - 17.07.2017 19:15","60226","61778"
"17.07.2017 19:15 - 17.07.2017 19:30","59854","61211"
"17.07.2017 19:30 - 17.07.2017 19:45","59587","60690"
"17.07.2017 19:45 - 17.07.2017 20:00","59692","60394"
"17.07.2017 20:00 - 17.07.2017 20:15","58815","59793"
"17.07.2017 20:15 - 17.07.2017 20:30","57811","58865"
"17.07.2017 20:30 - 17.07.2017 20:45","57312","58101"
"17.07.2017 20:45 - 17.07.2017 21:00","56145","57497"
"17.07.2017 21:00 - 17.07.2017 21:15","56157","56809"
"17.07.2017 21:15 - 17.07.2017 21:30","55677","56259"
"17.07.2017 21:30 - 17.07.2017 21:45","55669","56104"
"17.07.2017 21:45 - 17.07.2017 22:00","54175","56165"
"17.07.2017 22:00 - 17.07.2017 22:15","53771","55728"
"17.07.2017 22:15 - 17.07.2017 22:30","52989","54999"
"17.07.2017 22:30 - 17.07.2017 22:45","51875","53778"
"17.07.2017 22:45 - 17.07.2017 23:00","50948","52652"
"17.07.2017 23:00 - 17.07.2017 23:15","49940","51613"
"17.07.2017 23:15 - 17.07.2017 23:30","48987","50717"
"17.07.2017 23:30 - 17.07.2017 23:45","48121","49652"
"17.07.2017 23:45 - 18.07.2017 00:00","47283","48846"
"18.07.2017 00:00 - 18.07.2017 00:15","47132","47907"
"18.07.2017 00:15 - 18.07.2017 00:30","46540","47220"
"18.07.2017 00:30 - 18.07.2017 00:45","46002","46697"
"18.07.2017 00:45 - 18.07.2017 01:00","45490","46214"
"18.07.2017 01:00 - 18.07.2017 01:15","44957","45733"
"18.07.2017 01:15 - 18.07.2017 01:30","44698","45538"
"18.07.2017 01:30 - 18.07.2017 01:45","44351","45051"
"18.07.2017 01:45 - 18.07.2017 02:00","43926","44637"
"18.07.2017 02:00 - 18.07.2017 02:15","43646","43937"
"18.07.2017 02:15 - 18.07.2017 02:30","43402","43797"
"18.07.2017 02:30 - 18.07.2017 02:45","43368","43982"
"18.07.2017 02:45 - 18.07.2017 03:00","43453","43785"
"18.07.2017 03:00 - 18.07.2017 03:15","43570","43889"
"18.07.2017 03:15 - 18.07.2017 03:30","43691","43832"
"18.07.2017 03:30 - 18.07.2017 03:45","43719","43909"
"18.07.2017 03:45 - 18.07.2017 04:00","43713","44118"
"18.07.2017 04:00 - 18.07.2017 04:15","44180","44495"
"18.07.2017 04:15 - 18.07.2017 04:30","44456","44745"
"18.07.2017 04:30 - 18.07.2017 04:45","44833","45139"
"18.07.2017 04:45 - 18.07.2017 05:00","45388","45510"
"18.07.2017 05:00 - 18.07.2017 05:15","46372","46656"
"18.07.2017 05:15 - 18.07.2017 05:30","46769","46909"
"18.07.2017 05:30 - 18.07.2017 05:45","47732","47911"
"18.07.2017 05:45 - 18.07.2017 06:00","49092","49417"
"18.07.2017 06:00 - 18.07.2017 06:15","51737","52613"
"18.07.2017 06:15 - 18.07.2017 06:30","53956","54195"
"18.07.2017 06:30 - 18.07.2017 06:45","55509","55744"
"18.07.2017 06:45 - 18.07.2017 07:00","57005","57219"
"18.07.2017 07:00 - 18.07.2017 07:15","58802","59074"
"18.07.2017 07:15 - 18.07.2017 07:30","60720","60346"
"18.07.2017 07:30 - 18.07.2017 07:45","61920","61516"
"18.07.2017 07:45 - 18.07.2017 08:00","62878","62626"
"18.07.2017 08:00 - 18.07.2017 08:15","63975","63946"
"18.07.2017 08:15 - 18.07.2017 08:30","64413","64667"
"18.07.2017 08:30 - 18.07.2017 08:45","64822","65121"
"18.07.2017 08:45 - 18.07.2017 09:00","65041","65445"
"18.07.2017 09:00 - 18.07.2017 09:15","64971","65306"
"18.07.2017 09:15 - 18.07.2017 09:30","65659","65811"
"18.07.2017 09:30 - 18.07.2017 09:45","66215","66189"
"18.07.2017 09:45 - 18.07.2017 10:00","66522","66667"
"18.07.2017 10:00 - 18.07.2017 10:15","66924","67096"
"18.07.2017 10:15 - 18.07.2017 10:30","67221","67089"
"18.07.2017 10:30 - 18.07.2017 10:45","67417","67494"
"18.07.2017 10:45 - 18.07.2017 11:00","67634","67880"
"18.07.2017 11:00 - 18.07.2017 11:15","67787","68296"
"18.07.2017 11:15 - 18.07.2017 11:30","68196","68713"
"18.07.2017 11:30 - 18.07.2017 11:45","68455","68992"
"18.07.2017 11:45 - 18.07.2017 12:00","68010","68885"
"18.07.2017 12:00 - 18.07.2017 12:15","68022","68758"
"18.07.2017 12:15 - 18.07.2017 12:30","67844","68547"
"18.07.2017 12:30 - 18.07.2017 12:45","67618","68632"
"18.07.2017 12:45 - 18.07.2017 13:00","67853","68685"
"18.07.2017 13:00 - 18.07.2017 13:15","67357","68362"
"18.07.2017 13:15 - 18.07.2017 13:30","67334","68398"
"18.07.2017 13:30 - 18.07.2017 13:45","66806","67917"
"18.07.2017 13:45 - 18.07.2017 14:00","66063","67659"
"18.07.2017 14:00 - 18.07.2017 14:15","65717","67094"
"18.07.2017 14:15 - 18.07.2017 14:30","65276","67153"
"18.07.2017 14:30 - 18.07.2017 14:45","64835","66907"
"18.07.2017 14:45 - 18.07.2017 15:00","65274","66719"
"18.07.2017 15:00 - 18.07.2017 15:15","65391","66321"
"18.07.2017 15:15 - 18.07.2017 15:30","64723","65909"
"18.07.2017 15:30 - 18.07.2017 15:45","64544","65339"
"18.07.2017 15:45 - 18.07.2017 16:00","64100","65216"
"18.07.2017 16:00 - 18.07.2017 16:15","63795","64750"
"18.07.2017 16:15 - 18.07.2017 16:30","63572","64448"
"18.07.2017 16:30 - 18.07.2017 16:45","63279","64089"
"18.07.2017 16:45 - 18.07.2017 17:00","62870","63523"
"18.07.2017 17:00 - 18.07.2017 17:15","62584","63628"
"18.07.2017 17:15 - 18.07.2017 17:30","62725","63454"
"18.07.2017 17:30 - 18.07.2017 17:45","62911","63615"
"18.07.2017 17:45 - 18.07.2017 18:00","62774","63688"
"18.07.2017 18:00 - 18.07.2017 18:15","62193","63027"
"18.07.2017 18:15 - 18.07.2017 18:30","61952","62730"
"18.07.2017 18:30 - 18.07.2017 18:45","61874","62951"
"18.07.2017 18:45 - 18.07.2017 19:00","61953","63049"
"18.07.2017 19:00 - 18.07.2017 19:15","61767","62743"
"18.07.2017 19:15 - 18.07.2017 19:30","61256","62291"
"18.07.2017 19:30 - 18.07.2017 19:45","60809","61906"
"18.07.2017 19:45 - 18.07.2017 20:00","60377","61422"
"18.07.2017 20:00 - 18.07.2017 20:15","59517","60642"
"18.07.2017 20:15 - 18.07.2017 20:30","58806","59814"
"18.07.2017 20:30 - 18.07.2017 20:45","57959","59245"
"18.07.2017 20:45 - 18.07.2017 21:00","57268","58435"
"18.07.2017 21:00 - 18.07.2017 21:15","56337","57955"
"18.07.2017 21:15 - 18.07.2017 21:30","56257","57466"
"18.07.2017 21:30 - 18.07.2017 21:45","55858","57358"
"18.07.2017 21:45 - 18.07.2017 22:00","55512","57112"
"18.07.2017 22:00 - 18.07.2017 22:15","55095","56623"
"18.07.2017 22:15 - 18.07.2017 22:30","54370","55959"
"18.07.2017 22:30 - 18.07.2017 22:45","53252","54826"
"18.07.2017 22:45 - 18.07.2017 23:00","51996","53971"
"18.07.2017 23:00 - 18.07.2017 23:15","50620","52495"
"18.07.2017 23:15 - 18.07.2017 23:30","49684","51599"
"18.07.2017 23:30 - 18.07.2017 23:45","48842","51067"
"18.07.2017 23:45 - 19.07.2017 00:00","48100","50523"
"19.07.2017 00:00 - 19.07.2017 00:15","47125","49039"
"19.07.2017 00:15 - 19.07.2017 00:30","46587","48319"
"19.07.2017 00:30 - 19.07.2017 00:45","46102","47901"
"19.07.2017 00:45 - 19.07.2017 01:00","45582","47492"
"19.07.2017 01:00 - 19.07.2017 01:15","45039","47133"
"19.07.2017 01:15 - 19.07.2017 01:30","44584","46700"
"19.07.2017 01:30 - 19.07.2017 01:45","44281","46438"
"19.07.2017 01:45 - 19.07.2017 02:00","43939","46265"
"19.07.2017 02:00 - 19.07.2017 02:15","43566","45652"
"19.07.2017 02:15 - 19.07.2017 02:30","43390","45463"
"19.07.2017 02:30 - 19.07.2017 02:45","43406","45295"
"19.07.2017 02:45 - 19.07.2017 03:00","43428","45493"
"19.07.2017 03:00 - 19.07.2017 03:15","43574","45106"
"19.07.2017 03:15 - 19.07.2017 03:30","43609","45044"
"19.07.2017 03:30 - 19.07.2017 03:45","43658","44967"
"19.07.2017 03:45 - 19.07.2017 04:00","43726","45100"
"19.07.2017 04:00 - 19.07.2017 04:15","44118","45466"
"19.07.2017 04:15 - 19.07.2017 04:30","44419","45682"
"19.07.2017 04:30 - 19.07.2017 04:45","44869","46185"
"19.07.2017 04:45 - 19.07.2017 05:00","45353","46521"
"19.07.2017 05:00 - 19.07.2017 05:15","46379","47900"
"19.07.2017 05:15 - 19.07.2017 05:30","46813","48275"
"19.07.2017 05:30 - 19.07.2017 05:45","47626","49084"
"19.07.2017 05:45 - 19.07.2017 06:00","48938","50509"
"19.07.2017 06:00 - 19.07.2017 06:15","51693","53431"
"19.07.2017 06:15 - 19.07.2017 06:30","53620","55433"
"19.07.2017 06:30 - 19.07.2017 06:45","55376","56910"
"19.07.2017 06:45 - 19.07.2017 07:00","56774","58488"
"19.07.2017 07:00 - 19.07.2017 07:15","58694","60018"
"19.07.2017 07:15 - 19.07.2017 07:30","60258","61288"
"19.07.2017 07:30 - 19.07.2017 07:45","61291","62358"
"19.07.2017 07:45 - 19.07.2017 08:00","62338","63589"
"19.07.2017 08:00 - 19.07.2017 08:15","62985","64712"
"19.07.2017 08:15 - 19.07.2017 08:30","63920","65527"
"19.07.2017 08:30 - 19.07.2017 08:45","64488","65808"
"19.07.2017 08:45 - 19.07.2017 09:00","64641","66195"
"19.07.2017 09:00 - 19.07.2017 09:15","64636","66241"
"19.07.2017 09:15 - 19.07.2017 09:30","65064","66818"
"19.07.2017 09:30 - 19.07.2017 09:45","65622","67551"
"19.07.2017 09:45 - 19.07.2017 10:00","65837","68029"
"19.07.2017 10:00 - 19.07.2017 10:15","65806","68732"
"19.07.2017 10:15 - 19.07.2017 10:30","66389","68985"
"19.07.2017 10:30 - 19.07.2017 10:45","66617","69214"
"19.07.2017 10:45 - 19.07.2017 11:00","66928","69543"
"19.07.2017 11:00 - 19.07.2017 11:15","67260","69817"
"19.07.2017 11:15 - 19.07.2017 11:30","67390","70369"
"19.07.2017 11:30 - 19.07.2017 11:45","67740","70600"
"19.07.2017 11:45 - 19.07.2017 12:00","67197","70714"
"19.07.2017 12:00 - 19.07.2017 12:15","67187","70187"
"19.07.2017 12:15 - 19.07.2017 12:30","67084","69846"
"19.07.2017 12:30 - 19.07.2017 12:45","66861","69772"
"19.07.2017 12:45 - 19.07.2017 13:00","66875","69789"
"19.07.2017 13:00 - 19.07.2017 13:15","66651","68974"
"19.07.2017 13:15 - 19.07.2017 13:30","66570","68783"
"19.07.2017 13:30 - 19.07.2017 13:45","66105","68361"
"19.07.2017 13:45 - 19.07.2017 14:00","65592","67875"
"19.07.2017 14:00 - 19.07.2017 14:15","65127","67926"
"19.07.2017 14:15 - 19.07.2017 14:30","64652","67861"
"19.07.2017 14:30 - 19.07.2017 14:45","64482","67612"
"19.07.2017 14:45 - 19.07.2017 15:00","64864","67178"
"19.07.2017 15:00 - 19.07.2017 15:15","64928","67119"
"19.07.2017 15:15 - 19.07.2017 15:30","64078","66899"
"19.07.2017 15:30 - 19.07.2017 15:45","63535","66360"
"19.07.2017 15:45 - 19.07.2017 16:00","63328","65812"
"19.07.2017 16:00 - 19.07.2017 16:15","63118","65099"
"19.07.2017 16:15 - 19.07.2017 16:30","63227","65088"
"19.07.2017 16:30 - 19.07.2017 16:45","62878","65113"
"19.07.2017 16:45 - 19.07.2017 17:00","62233","64676"
"19.07.2017 17:00 - 19.07.2017 17:15","62257","64587"
"19.07.2017 17:15 - 19.07.2017 17:30","62013","64122"
"19.07.2017 17:30 - 19.07.2017 17:45","62198","63920"
"19.07.2017 17:45 - 19.07.2017 18:00","62141","63799"
"19.07.2017 18:00 - 19.07.2017 18:15","61728","63473"
"19.07.2017 18:15 - 19.07.2017 18:30","61599","63258"
"19.07.2017 18:30 - 19.07.2017 18:45","61594","63320"
"19.07.2017 18:45 - 19.07.2017 19:00","61681","63257"
"19.07.2017 19:00 - 19.07.2017 19:15","61531","63027"
"19.07.2017 19:15 - 19.07.2017 19:30","61058","62745"
"19.07.2017 19:30 - 19.07.2017 19:45","60622","62546"
"19.07.2017 19:45 - 19.07.2017 20:00","60218","62476"
"19.07.2017 20:00 - 19.07.2017 20:15","59251","61595"
"19.07.2017 20:15 - 19.07.2017 20:30","58510","60822"
"19.07.2017 20:30 - 19.07.2017 20:45","57637","60068"
"19.07.2017 20:45 - 19.07.2017 21:00","57045","59478"
"19.07.2017 21:00 - 19.07.2017 21:15","56150","58753"
"19.07.2017 21:15 - 19.07.2017 21:30","56015","58493"
"19.07.2017 21:30 - 19.07.2017 21:45","55648","58297"
"19.07.2017 21:45 - 19.07.2017 22:00","55370","58002"
"19.07.2017 22:00 - 19.07.2017 22:15","55051","57443"
"19.07.2017 22:15 - 19.07.2017 22:30","54327","56858"
"19.07.2017 22:30 - 19.07.2017 22:45","53134","55516"
"19.07.2017 22:45 - 19.07.2017 23:00","51900","54240"
"19.07.2017 23:00 - 19.07.2017 23:15","50613","53043"
"19.07.2017 23:15 - 19.07.2017 23:30","49565","51878"
"19.07.2017 23:30 - 19.07.2017 23:45","48731","51008"
"19.07.2017 23:45 - 20.07.2017 00:00","47989","49826"
"20.07.2017 00:00 - 20.07.2017 00:15","48081","49305"
"20.07.2017 00:15 - 20.07.2017 00:30","47570","48736"
"20.07.2017 00:30 - 20.07.2017 00:45","47015","48147"
"20.07.2017 00:45 - 20.07.2017 01:00","46508","47710"
"20.07.2017 01:00 - 20.07.2017 01:15","45955","47066"
"20.07.2017 01:15 - 20.07.2017 01:30","45409","46926"
"20.07.2017 01:30 - 20.07.2017 01:45","45079","46477"
"20.07.2017 01:45 - 20.07.2017 02:00","44642","46059"
"20.07.2017 02:00 - 20.07.2017 02:15","44295","45621"
"20.07.2017 02:15 - 20.07.2017 02:30","44154","45641"
"20.07.2017 02:30 - 20.07.2017 02:45","44197","45466"
"20.07.2017 02:45 - 20.07.2017 03:00","44207","45360"
"20.07.2017 03:00 - 20.07.2017 03:15","44245","45137"
"20.07.2017 03:15 - 20.07.2017 03:30","44281","45085"
"20.07.2017 03:30 - 20.07.2017 03:45","44295","45075"
"20.07.2017 03:45 - 20.07.2017 04:00","44315","45001"
"20.07.2017 04:00 - 20.07.2017 04:15","44673","45485"
"20.07.2017 04:15 - 20.07.2017 04:30","44915","45460"
"20.07.2017 04:30 - 20.07.2017 04:45","45298","45635"
"20.07.2017 04:45 - 20.07.2017 05:00","45766","45818"
"20.07.2017 05:00 - 20.07.2017 05:15","46936","46962"
"20.07.2017 05:15 - 20.07.2017 05:30","47473","47728"
"20.07.2017 05:30 - 20.07.2017 05:45","48350","48450"
"20.07.2017 05:45 - 20.07.2017 06:00","49491","49820"
"20.07.2017 06:00 - 20.07.2017 06:15","52349","52706"
"20.07.2017 06:15 - 20.07.2017 06:30","54301","54550"
"20.07.2017 06:30 - 20.07.2017 06:45","56138","56039"
"20.07.2017 06:45 - 20.07.2017 07:00","57563","57458"
"20.07.2017 07:00 - 20.07.2017 07:15","59447","59410"
"20.07.2017 07:15 - 20.07.2017 07:30","60077","60764"
"20.07.2017 07:30 - 20.07.2017 07:45","61177","61864"
"20.07.2017 07:45 - 20.07.2017 08:00","62242","62764"
"20.07.2017 08:00 - 20.07.2017 08:15","63033","63974"
"20.07.2017 08:15 - 20.07.2017 08:30","63617","64808"
"20.07.2017 08:30 - 20.07.2017 08:45","64082","65311"
"20.07.2017 08:45 - 20.07.2017 09:00","64304","65485"
"20.07.2017 09:00 - 20.07.2017 09:15","64353","65505"
"20.07.2017 09:15 - 20.07.2017 09:30","64670","65946"
"20.07.2017 09:30 - 20.07.2017 09:45","65175","66906"
"20.07.2017 09:45 - 20.07.2017 10:00","65567","67303"
"20.07.2017 10:00 - 20.07.2017 10:15","65866","67609"
"20.07.2017 10:15 - 20.07.2017 10:30","66274","68048"
"20.07.2017 10:30 - 20.07.2017 10:45","66660","68675"
"20.07.2017 10:45 - 20.07.2017 11:00","67105","68985"
"20.07.2017 11:00 - 20.07.2017 11:15","67372","69269"
"20.07.2017 11:15 - 20.07.2017 11:30","67707","69786"
"20.07.2017 11:30 - 20.07.2017 11:45","68131","70117"
"20.07.2017 11:45 - 20.07.2017 12:00","67735","70160"
"20.07.2017 12:00 - 20.07.2017 12:15","67809","69762"
"20.07.2017 12:15 - 20.07.2017 12:30","67745","69395"
"20.07.2017 12:30 - 20.07.2017 12:45","67634","69144"
"20.07.2017 12:45 - 20.07.2017 13:00","67596","69189"
"20.07.2017 13:00 - 20.07.2017 13:15","67144","69116"
"20.07.2017 13:15 - 20.07.2017 13:30","67055","68871"
"20.07.2017 13:30 - 20.07.2017 13:45","66590","68146"
"20.07.2017 13:45 - 20.07.2017 14:00","65979","67425"
"20.07.2017 14:00 - 20.07.2017 14:15","65639","66943"
"20.07.2017 14:15 - 20.07.2017 14:30","65314","66499"
"20.07.2017 14:30 - 20.07.2017 14:45","65182","66232"
"20.07.2017 14:45 - 20.07.2017 15:00","65411","65885"
"20.07.2017 15:00 - 20.07.2017 15:15","65560","65762"
"20.07.2017 15:15 - 20.07.2017 15:30","64915","65241"
"20.07.2017 15:30 - 20.07.2017 15:45","64518","65129"
"20.07.2017 15:45 - 20.07.2017 16:00","64031","64687"
"20.07.2017 16:00 - 20.07.2017 16:15","63861","64296"
"20.07.2017 16:15 - 20.07.2017 16:30","63866","64125"
"20.07.2017 16:30 - 20.07.2017 16:45","63678","63985"
"20.07.2017 16:45 - 20.07.2017 17:00","63070","63316"
"20.07.2017 17:00 - 20.07.2017 17:15","62957","63047"
"20.07.2017 17:15 - 20.07.2017 17:30","62757","63189"
"20.07.2017 17:30 - 20.07.2017 17:45","62761","63480"
"20.07.2017 17:45 - 20.07.2017 18:00","62670","63542"
"20.07.2017 18:00 - 20.07.2017 18:15","62068","62999"
"20.07.2017 18:15 - 20.07.2017 18:30","61750","62701"
"20.07.2017 18:30 - 20.07.2017 18:45","61715","62732"
"20.07.2017 18:45 - 20.07.2017 19:00","61731","62526"
"20.07.2017 19:00 - 20.07.2017 19:15","61493","62334"
"20.07.2017 19:15 - 20.07.2017 19:30","61106","61757"
"20.07.2017 19:30 - 20.07.2017 19:45","60708","61093"
"20.07.2017 19:45 - 20.07.2017 20:00","60280","60892"
"20.07.2017 20:00 - 20.07.2017 20:15","59515","59790"
"20.07.2017 20:15 - 20.07.2017 20:30","58727","58905"
"20.07.2017 20:30 - 20.07.2017 20:45","57951","58310"
"20.07.2017 20:45 - 20.07.2017 21:00","57250","57659"
"20.07.2017 21:00 - 20.07.2017 21:15","56342","57041"
"20.07.2017 21:15 - 20.07.2017 21:30","56168","56965"
"20.07.2017 21:30 - 20.07.2017 21:45","55925","56785"
"20.07.2017 21:45 - 20.07.2017 22:00","55775","56584"
"20.07.2017 22:00 - 20.07.2017 22:15","55358","56262"
"20.07.2017 22:15 - 20.07.2017 22:30","54674","55236"
"20.07.2017 22:30 - 20.07.2017 22:45","53531","54335"
"20.07.2017 22:45 - 20.07.2017 23:00","52331","53353"
"20.07.2017 23:00 - 20.07.2017 23:15","51101","52013"
"20.07.2017 23:15 - 20.07.2017 23:30","50141","51107"
"20.07.2017 23:30 - 20.07.2017 23:45","49329","50487"
"20.07.2017 23:45 - 21.07.2017 00:00","48484","49740"
"21.07.2017 00:00 - 21.07.2017 00:15","47777","48922"
"21.07.2017 00:15 - 21.07.2017 00:30","47149","47977"
"21.07.2017 00:30 - 21.07.2017 00:45","46496","47394"
