"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"21.03.2017 16:45 - 21.03.2017 17:00","65286","67243"
"21.03.2017 17:00 - 21.03.2017 17:15","65164","67129"
"21.03.2017 17:15 - 21.03.2017 17:30","65298","67068"
"21.03.2017 17:30 - 21.03.2017 17:45","65874","67237"
"21.03.2017 17:45 - 21.03.2017 18:00","66048","67737"
"21.03.2017 18:00 - 21.03.2017 18:15","66304","68008"
"21.03.2017 18:15 - 21.03.2017 18:30","66706","68074"
"21.03.2017 18:30 - 21.03.2017 18:45","68075","69230"
"21.03.2017 18:45 - 21.03.2017 19:00","68963","70175"
"21.03.2017 19:00 - 21.03.2017 19:15","68846","71039"
"21.03.2017 19:15 - 21.03.2017 19:30","68656","70741"
"21.03.2017 19:30 - 21.03.2017 19:45","68156","70201"
"21.03.2017 19:45 - 21.03.2017 20:00","67403","69589"
"21.03.2017 20:00 - 21.03.2017 20:15","66304","68300"
"21.03.2017 20:15 - 21.03.2017 20:30","64653","66816"
"21.03.2017 20:30 - 21.03.2017 20:45","63540","65551"
"21.03.2017 20:45 - 21.03.2017 21:00","62707","64363"
"21.03.2017 21:00 - 21.03.2017 21:15","61587","63508"
"21.03.2017 21:15 - 21.03.2017 21:30","60738","62727"
"21.03.2017 21:30 - 21.03.2017 21:45","59964","61733"
"21.03.2017 21:45 - 21.03.2017 22:00","59121","60841"
"21.03.2017 22:00 - 21.03.2017 22:15","58510","60467"
"21.03.2017 22:15 - 21.03.2017 22:30","57871","59538"
"21.03.2017 22:30 - 21.03.2017 22:45","56578","58428"
"21.03.2017 22:45 - 21.03.2017 23:00","55243","57253"
"21.03.2017 23:00 - 21.03.2017 23:15","53675","56196"
"21.03.2017 23:15 - 21.03.2017 23:30","52444","55067"
"21.03.2017 23:30 - 21.03.2017 23:45","51318","54181"
"21.03.2017 23:45 - 22.03.2017 00:00","50505","53400"
"22.03.2017 00:00 - 22.03.2017 00:15","50438","52584"
"22.03.2017 00:15 - 22.03.2017 00:30","49747","51904"
"22.03.2017 00:30 - 22.03.2017 00:45","49178","51362"
"22.03.2017 00:45 - 22.03.2017 01:00","48533","50776"
"22.03.2017 01:00 - 22.03.2017 01:15","47926","50290"
"22.03.2017 01:15 - 22.03.2017 01:30","47502","49779"
"22.03.2017 01:30 - 22.03.2017 01:45","47204","49667"
"22.03.2017 01:45 - 22.03.2017 02:00","46936","49486"
"22.03.2017 02:00 - 22.03.2017 02:15","46544","49195"
"22.03.2017 02:15 - 22.03.2017 02:30","46318","49132"
"22.03.2017 02:30 - 22.03.2017 02:45","46255","49170"
"22.03.2017 02:45 - 22.03.2017 03:00","46311","49562"
"22.03.2017 03:00 - 22.03.2017 03:15","46526","49631"
"22.03.2017 03:15 - 22.03.2017 03:30","46382","49894"
"22.03.2017 03:30 - 22.03.2017 03:45","46695","49832"
"22.03.2017 03:45 - 22.03.2017 04:00","46786","50247"
"22.03.2017 04:00 - 22.03.2017 04:15","47458","50734"
"22.03.2017 04:15 - 22.03.2017 04:30","47762","50925"
"22.03.2017 04:30 - 22.03.2017 04:45","48229","51449"
"22.03.2017 04:45 - 22.03.2017 05:00","48776","52158"
"22.03.2017 05:00 - 22.03.2017 05:15","50044","53693"
"22.03.2017 05:15 - 22.03.2017 05:30","50793","54568"
"22.03.2017 05:30 - 22.03.2017 05:45","51895","55638"
"22.03.2017 05:45 - 22.03.2017 06:00","53188","57149"
"22.03.2017 06:00 - 22.03.2017 06:15","55985","59968"
"22.03.2017 06:15 - 22.03.2017 06:30","58086","61615"
"22.03.2017 06:30 - 22.03.2017 06:45","59509","62920"
"22.03.2017 06:45 - 22.03.2017 07:00","60695","64555"
"22.03.2017 07:00 - 22.03.2017 07:15","62729","66143"
"22.03.2017 07:15 - 22.03.2017 07:30","63962","67244"
"22.03.2017 07:30 - 22.03.2017 07:45","64737","67949"
"22.03.2017 07:45 - 22.03.2017 08:00","65772","68930"
"22.03.2017 08:00 - 22.03.2017 08:15","66544","69617"
"22.03.2017 08:15 - 22.03.2017 08:30","67121","69904"
"22.03.2017 08:30 - 22.03.2017 08:45","67728","70069"
"22.03.2017 08:45 - 22.03.2017 09:00","67848","70044"
"22.03.2017 09:00 - 22.03.2017 09:15","67775","69580"
"22.03.2017 09:15 - 22.03.2017 09:30","67825","69829"
"22.03.2017 09:30 - 22.03.2017 09:45","68089","70079"
"22.03.2017 09:45 - 22.03.2017 10:00","68451","70341"
"22.03.2017 10:00 - 22.03.2017 10:15","68287","70488"
"22.03.2017 10:15 - 22.03.2017 10:30","68700","70784"
"22.03.2017 10:30 - 22.03.2017 10:45","68972","71118"
"22.03.2017 10:45 - 22.03.2017 11:00","69429","71817"
"22.03.2017 11:00 - 22.03.2017 11:15","69710","72377"
"22.03.2017 11:15 - 22.03.2017 11:30","70125","72924"
"22.03.2017 11:30 - 22.03.2017 11:45","70459","73024"
"22.03.2017 11:45 - 22.03.2017 12:00","69806","72859"
"22.03.2017 12:00 - 22.03.2017 12:15","69470","72582"
"22.03.2017 12:15 - 22.03.2017 12:30","69579","72358"
"22.03.2017 12:30 - 22.03.2017 12:45","69077","71940"
"22.03.2017 12:45 - 22.03.2017 13:00","69102","71764"
"22.03.2017 13:00 - 22.03.2017 13:15","69408","71788"
"22.03.2017 13:15 - 22.03.2017 13:30","68721","71499"
"22.03.2017 13:30 - 22.03.2017 13:45","68383","70996"
"22.03.2017 13:45 - 22.03.2017 14:00","68147","70187"
"22.03.2017 14:00 - 22.03.2017 14:15","67292","70162"
"22.03.2017 14:15 - 22.03.2017 14:30","67085","69980"
"22.03.2017 14:30 - 22.03.2017 14:45","66918","69637"
"22.03.2017 14:45 - 22.03.2017 15:00","67001","68848"
"22.03.2017 15:00 - 22.03.2017 15:15","66521","69044"
"22.03.2017 15:15 - 22.03.2017 15:30","66574","68652"
"22.03.2017 15:30 - 22.03.2017 15:45","65968","68340"
"22.03.2017 15:45 - 22.03.2017 16:00","65758","67817"
"22.03.2017 16:00 - 22.03.2017 16:15","65515","67581"
"22.03.2017 16:15 - 22.03.2017 16:30","65064","67333"
"22.03.2017 16:30 - 22.03.2017 16:45","64428","66942"
"22.03.2017 16:45 - 22.03.2017 17:00","65057","67061"
"22.03.2017 17:00 - 22.03.2017 17:15","64940","67181"
"22.03.2017 17:15 - 22.03.2017 17:30","64922","67517"
"22.03.2017 17:30 - 22.03.2017 17:45","65468","67835"
"22.03.2017 17:45 - 22.03.2017 18:00","65502","68104"
"22.03.2017 18:00 - 22.03.2017 18:15","65900","68186"
"22.03.2017 18:15 - 22.03.2017 18:30","66156","68720"
"22.03.2017 18:30 - 22.03.2017 18:45","67191","69793"
"22.03.2017 18:45 - 22.03.2017 19:00","68186","70914"
"22.03.2017 19:00 - 22.03.2017 19:15","68592","71771"
"22.03.2017 19:15 - 22.03.2017 19:30","68519","71569"
"22.03.2017 19:30 - 22.03.2017 19:45","68315","71188"
"22.03.2017 19:45 - 22.03.2017 20:00","67709","70641"
"22.03.2017 20:00 - 22.03.2017 20:15","66639","69074"
"22.03.2017 20:15 - 22.03.2017 20:30","65331","67887"
"22.03.2017 20:30 - 22.03.2017 20:45","64023","66675"
"22.03.2017 20:45 - 22.03.2017 21:00","63045","65563"
"22.03.2017 21:00 - 22.03.2017 21:15","61928","64326"
"22.03.2017 21:15 - 22.03.2017 21:30","61045","63822"
"22.03.2017 21:30 - 22.03.2017 21:45","60325","62831"
"22.03.2017 21:45 - 22.03.2017 22:00","59699","61677"
"22.03.2017 22:00 - 22.03.2017 22:15","59163","61197"
"22.03.2017 22:15 - 22.03.2017 22:30","58462","60453"
"22.03.2017 22:30 - 22.03.2017 22:45","57318","59259"
"22.03.2017 22:45 - 22.03.2017 23:00","55857","57922"
"22.03.2017 23:00 - 22.03.2017 23:15","54306","56900"
"22.03.2017 23:15 - 22.03.2017 23:30","53147","55722"
"22.03.2017 23:30 - 22.03.2017 23:45","52141","54657"
"22.03.2017 23:45 - 23.03.2017 00:00","51239","53921"
"23.03.2017 00:00 - 23.03.2017 00:15","49033","52105"
"23.03.2017 00:15 - 23.03.2017 00:30","48392","51565"
"23.03.2017 00:30 - 23.03.2017 00:45","47790","50936"
"23.03.2017 00:45 - 23.03.2017 01:00","47208","50256"
"23.03.2017 01:00 - 23.03.2017 01:15","46781","49766"
"23.03.2017 01:15 - 23.03.2017 01:30","46168","49095"
"23.03.2017 01:30 - 23.03.2017 01:45","46070","48967"
"23.03.2017 01:45 - 23.03.2017 02:00","45917","48262"
"23.03.2017 02:00 - 23.03.2017 02:15","45527","48224"
"23.03.2017 02:15 - 23.03.2017 02:30","45385","48112"
"23.03.2017 02:30 - 23.03.2017 02:45","45492","48122"
"23.03.2017 02:45 - 23.03.2017 03:00","45650","48394"
"23.03.2017 03:00 - 23.03.2017 03:15","45790","48725"
"23.03.2017 03:15 - 23.03.2017 03:30","45813","49028"
"23.03.2017 03:30 - 23.03.2017 03:45","45965","49305"
"23.03.2017 03:45 - 23.03.2017 04:00","46065","49588"
"23.03.2017 04:00 - 23.03.2017 04:15","46548","50003"
"23.03.2017 04:15 - 23.03.2017 04:30","46886","50477"
"23.03.2017 04:30 - 23.03.2017 04:45","47298","50925"
"23.03.2017 04:45 - 23.03.2017 05:00","47912","51526"
"23.03.2017 05:00 - 23.03.2017 05:15","49085","53062"
"23.03.2017 05:15 - 23.03.2017 05:30","49889","53699"
"23.03.2017 05:30 - 23.03.2017 05:45","51131","54998"
"23.03.2017 05:45 - 23.03.2017 06:00","52395","56725"
"23.03.2017 06:00 - 23.03.2017 06:15","55200","59517"
"23.03.2017 06:15 - 23.03.2017 06:30","57505","61292"
"23.03.2017 06:30 - 23.03.2017 06:45","59307","62927"
"23.03.2017 06:45 - 23.03.2017 07:00","60594","64480"
"23.03.2017 07:00 - 23.03.2017 07:15","62602","65770"
"23.03.2017 07:15 - 23.03.2017 07:30","63379","66905"
"23.03.2017 07:30 - 23.03.2017 07:45","63730","67669"
"23.03.2017 07:45 - 23.03.2017 08:00","64767","68567"
"23.03.2017 08:00 - 23.03.2017 08:15","65453","69272"
"23.03.2017 08:15 - 23.03.2017 08:30","65466","69321"
"23.03.2017 08:30 - 23.03.2017 08:45","65870","69480"
"23.03.2017 08:45 - 23.03.2017 09:00","65697","69518"
"23.03.2017 09:00 - 23.03.2017 09:15","66073","68991"
"23.03.2017 09:15 - 23.03.2017 09:30","66367","69130"
"23.03.2017 09:30 - 23.03.2017 09:45","66430","69561"
"23.03.2017 09:45 - 23.03.2017 10:00","66607","69613"
"23.03.2017 10:00 - 23.03.2017 10:15","67444","69854"
"23.03.2017 10:15 - 23.03.2017 10:30","67788","69926"
"23.03.2017 10:30 - 23.03.2017 10:45","68121","70311"
"23.03.2017 10:45 - 23.03.2017 11:00","68447","70670"
"23.03.2017 11:00 - 23.03.2017 11:15","68747","71003"
"23.03.2017 11:15 - 23.03.2017 11:30","69080","71285"
"23.03.2017 11:30 - 23.03.2017 11:45","69289","71564"
"23.03.2017 11:45 - 23.03.2017 12:00","68971","71275"
"23.03.2017 12:00 - 23.03.2017 12:15","68785","70884"
"23.03.2017 12:15 - 23.03.2017 12:30","68532","70772"
"23.03.2017 12:30 - 23.03.2017 12:45","68444","70870"
"23.03.2017 12:45 - 23.03.2017 13:00","68750","70922"
"23.03.2017 13:00 - 23.03.2017 13:15","69231","70948"
"23.03.2017 13:15 - 23.03.2017 13:30","68648","70825"
"23.03.2017 13:30 - 23.03.2017 13:45","68055","70525"
"23.03.2017 13:45 - 23.03.2017 14:00","67273","69653"
"23.03.2017 14:00 - 23.03.2017 14:15","66836","68974"
"23.03.2017 14:15 - 23.03.2017 14:30","66439","68824"
"23.03.2017 14:30 - 23.03.2017 14:45","66475","68422"
"23.03.2017 14:45 - 23.03.2017 15:00","66489","68212"
"23.03.2017 15:00 - 23.03.2017 15:15","66030","68098"
"23.03.2017 15:15 - 23.03.2017 15:30","65454","67881"
"23.03.2017 15:30 - 23.03.2017 15:45","65001","67423"
"23.03.2017 15:45 - 23.03.2017 16:00","63991","66962"
"23.03.2017 16:00 - 23.03.2017 16:15","64295","66631"
"23.03.2017 16:15 - 23.03.2017 16:30","64060","66260"
"23.03.2017 16:30 - 23.03.2017 16:45","63480","65821"
"23.03.2017 16:45 - 23.03.2017 17:00","64008","65859"
"23.03.2017 17:00 - 23.03.2017 17:15","63752","66096"
"23.03.2017 17:15 - 23.03.2017 17:30","63799","66486"
"23.03.2017 17:30 - 23.03.2017 17:45","64298","66881"
"23.03.2017 17:45 - 23.03.2017 18:00","64165","67084"
"23.03.2017 18:00 - 23.03.2017 18:15","64561","67031"
"23.03.2017 18:15 - 23.03.2017 18:30","64999","67435"
"23.03.2017 18:30 - 23.03.2017 18:45","65872","68332"
"23.03.2017 18:45 - 23.03.2017 19:00","66842","69526"
"23.03.2017 19:00 - 23.03.2017 19:15","66949","70661"
"23.03.2017 19:15 - 23.03.2017 19:30","66932","70772"
"23.03.2017 19:30 - 23.03.2017 19:45","66531","70328"
"23.03.2017 19:45 - 23.03.2017 20:00","65690","69698"
"23.03.2017 20:00 - 23.03.2017 20:15","64570","68591"
"23.03.2017 20:15 - 23.03.2017 20:30","62611","67399"
"23.03.2017 20:30 - 23.03.2017 20:45","61551","65989"
"23.03.2017 20:45 - 23.03.2017 21:00","60726","64655"
"23.03.2017 21:00 - 23.03.2017 21:15","59411","63729"
"23.03.2017 21:15 - 23.03.2017 21:30","58420","62954"
"23.03.2017 21:30 - 23.03.2017 21:45","57892","62093"
"23.03.2017 21:45 - 23.03.2017 22:00","57124","61111"
"23.03.2017 22:00 - 23.03.2017 22:15","56925","60703"
"23.03.2017 22:15 - 23.03.2017 22:30","56331","59941"
"23.03.2017 22:30 - 23.03.2017 22:45","55220","58772"
"23.03.2017 22:45 - 23.03.2017 23:00","53834","57519"
"23.03.2017 23:00 - 23.03.2017 23:15","52114","56225"
"23.03.2017 23:15 - 23.03.2017 23:30","51058","54973"
"23.03.2017 23:30 - 23.03.2017 23:45","50183","54553"
"23.03.2017 23:45 - 24.03.2017 00:00","49420","53486"
"24.03.2017 00:00 - 24.03.2017 00:15","49232","52464"
"24.03.2017 00:15 - 24.03.2017 00:30","48419","51593"
"24.03.2017 00:30 - 24.03.2017 00:45","47945","51127"
"24.03.2017 00:45 - 24.03.2017 01:00","47413","50267"
"24.03.2017 01:00 - 24.03.2017 01:15","46827","49725"
"24.03.2017 01:15 - 24.03.2017 01:30","46381","49276"
"24.03.2017 01:30 - 24.03.2017 01:45","46223","48969"
"24.03.2017 01:45 - 24.03.2017 02:00","46053","48540"
"24.03.2017 02:00 - 24.03.2017 02:15","45782","48321"
"24.03.2017 02:15 - 24.03.2017 02:30","45570","48379"
"24.03.2017 02:30 - 24.03.2017 02:45","45609","48494"
"24.03.2017 02:45 - 24.03.2017 03:00","45639","48422"
"24.03.2017 03:00 - 24.03.2017 03:15","45867","48440"
"24.03.2017 03:15 - 24.03.2017 03:30","45869","48533"
"24.03.2017 03:30 - 24.03.2017 03:45","46051","48646"
"24.03.2017 03:45 - 24.03.2017 04:00","46198","48846"
"24.03.2017 04:00 - 24.03.2017 04:15","46755","49439"
"24.03.2017 04:15 - 24.03.2017 04:30","46983","50182"
"24.03.2017 04:30 - 24.03.2017 04:45","47436","50642"
"24.03.2017 04:45 - 24.03.2017 05:00","47919","51296"
"24.03.2017 05:00 - 24.03.2017 05:15","49036","52833"
"24.03.2017 05:15 - 24.03.2017 05:30","49735","53576"
"24.03.2017 05:30 - 24.03.2017 05:45","50865","54795"
"24.03.2017 05:45 - 24.03.2017 06:00","52182","56154"
"24.03.2017 06:00 - 24.03.2017 06:15","54907","58624"
"24.03.2017 06:15 - 24.03.2017 06:30","56971","60437"
"24.03.2017 06:30 - 24.03.2017 06:45","58554","61845"
"24.03.2017 06:45 - 24.03.2017 07:00","60067","63368"
"24.03.2017 07:00 - 24.03.2017 07:15","61910","64676"
"24.03.2017 07:15 - 24.03.2017 07:30","62481","66388"
"24.03.2017 07:30 - 24.03.2017 07:45","63604","67577"
"24.03.2017 07:45 - 24.03.2017 08:00","64310","68587"
"24.03.2017 08:00 - 24.03.2017 08:15","65142","70001"
"24.03.2017 08:15 - 24.03.2017 08:30","65378","70396"
"24.03.2017 08:30 - 24.03.2017 08:45","65552","70775"
"24.03.2017 08:45 - 24.03.2017 09:00","65536","70642"
"24.03.2017 09:00 - 24.03.2017 09:15","65653","70458"
"24.03.2017 09:15 - 24.03.2017 09:30","65833","70356"
"24.03.2017 09:30 - 24.03.2017 09:45","65864","70789"
"24.03.2017 09:45 - 24.03.2017 10:00","66158","71155"
"24.03.2017 10:00 - 24.03.2017 10:15","66232","71451"
"24.03.2017 10:15 - 24.03.2017 10:30","66590","71676"
"24.03.2017 10:30 - 24.03.2017 10:45","66987","72068"
"24.03.2017 10:45 - 24.03.2017 11:00","67532","72094"
"24.03.2017 11:00 - 24.03.2017 11:15","67693","72259"
"24.03.2017 11:15 - 24.03.2017 11:30","67914","72408"
"24.03.2017 11:30 - 24.03.2017 11:45","68023","72097"
"24.03.2017 11:45 - 24.03.2017 12:00","68280","72303"
"24.03.2017 12:00 - 24.03.2017 12:15","67295","71295"
"24.03.2017 12:15 - 24.03.2017 12:30","67400","70751"
"24.03.2017 12:30 - 24.03.2017 12:45","66783","70293"
"24.03.2017 12:45 - 24.03.2017 13:00","66847","70265"
"24.03.2017 13:00 - 24.03.2017 13:15","66862","70050"
"24.03.2017 13:15 - 24.03.2017 13:30","66211","69697"
"24.03.2017 13:30 - 24.03.2017 13:45","65566","69148"
"24.03.2017 13:45 - 24.03.2017 14:00","64887","68129"
"24.03.2017 14:00 - 24.03.2017 14:15","64453","67753"
"24.03.2017 14:15 - 24.03.2017 14:30","64077","67242"
"24.03.2017 14:30 - 24.03.2017 14:45","63814","66592"
"24.03.2017 14:45 - 24.03.2017 15:00","63975","66135"
"24.03.2017 15:00 - 24.03.2017 15:15","63049","66383"
"24.03.2017 15:15 - 24.03.2017 15:30","62880","65974"
"24.03.2017 15:30 - 24.03.2017 15:45","62830","65400"
"24.03.2017 15:45 - 24.03.2017 16:00","61960","64721"
"24.03.2017 16:00 - 24.03.2017 16:15","62474","64638"
"24.03.2017 16:15 - 24.03.2017 16:30","61797","64258"
"24.03.2017 16:30 - 24.03.2017 16:45","60978","64022"
"24.03.2017 16:45 - 24.03.2017 17:00","62207","63996"
"24.03.2017 17:00 - 24.03.2017 17:15","62227","63810"
"24.03.2017 17:15 - 24.03.2017 17:30","61930","63916"
"24.03.2017 17:30 - 24.03.2017 17:45","62699","63995"
"24.03.2017 17:45 - 24.03.2017 18:00","62598","64244"
"24.03.2017 18:00 - 24.03.2017 18:15","62648","64737"
"24.03.2017 18:15 - 24.03.2017 18:30","63129","64895"
"24.03.2017 18:30 - 24.03.2017 18:45","64224","65706"
"24.03.2017 18:45 - 24.03.2017 19:00","65029","66973"
"24.03.2017 19:00 - 24.03.2017 19:15","65673","68182"
"24.03.2017 19:15 - 24.03.2017 19:30","65692","68015"
"24.03.2017 19:30 - 24.03.2017 19:45","65041","67702"
"24.03.2017 19:45 - 24.03.2017 20:00","64692","66941"
"24.03.2017 20:00 - 24.03.2017 20:15","63282","65834"
"24.03.2017 20:15 - 24.03.2017 20:30","61724","64286"
"24.03.2017 20:30 - 24.03.2017 20:45","60450","62828"
"24.03.2017 20:45 - 24.03.2017 21:00","59604","61883"
"24.03.2017 21:00 - 24.03.2017 21:15","58212","60783"
"24.03.2017 21:15 - 24.03.2017 21:30","57739","59919"
"24.03.2017 21:30 - 24.03.2017 21:45","57361","59006"
"24.03.2017 21:45 - 24.03.2017 22:00","56574","58321"
"24.03.2017 22:00 - 24.03.2017 22:15","56446","58076"
"24.03.2017 22:15 - 24.03.2017 22:30","55785","57339"
"24.03.2017 22:30 - 24.03.2017 22:45","54835","56378"
"24.03.2017 22:45 - 24.03.2017 23:00","53456","55391"
"24.03.2017 23:00 - 24.03.2017 23:15","51967","54199"
"24.03.2017 23:15 - 24.03.2017 23:30","50980","53053"
"24.03.2017 23:30 - 24.03.2017 23:45","50253","51904"
"24.03.2017 23:45 - 25.03.2017 00:00","49231","51563"
"25.03.2017 00:00 - 25.03.2017 00:15","48380","49747"
"25.03.2017 00:15 - 25.03.2017 00:30","47597","48799"
"25.03.2017 00:30 - 25.03.2017 00:45","47154","48095"
"25.03.2017 00:45 - 25.03.2017 01:00","46602","47886"
"25.03.2017 01:00 - 25.03.2017 01:15","45853","47288"
"25.03.2017 01:15 - 25.03.2017 01:30","45359","46900"
"25.03.2017 01:30 - 25.03.2017 01:45","45138","46421"
"25.03.2017 01:45 - 25.03.2017 02:00","44908","46158"
"25.03.2017 02:00 - 25.03.2017 02:15","44451","45839"
"25.03.2017 02:15 - 25.03.2017 02:30","44175","45714"
"25.03.2017 02:30 - 25.03.2017 02:45","44185","45760"
"25.03.2017 02:45 - 25.03.2017 03:00","44097","45487"
"25.03.2017 03:00 - 25.03.2017 03:15","44207","45562"
"25.03.2017 03:15 - 25.03.2017 03:30","44240","45502"
"25.03.2017 03:30 - 25.03.2017 03:45","44341","45673"
"25.03.2017 03:45 - 25.03.2017 04:00","44323","45706"
"25.03.2017 04:00 - 25.03.2017 04:15","44649","45951"
"25.03.2017 04:15 - 25.03.2017 04:30","44600","45866"
"25.03.2017 04:30 - 25.03.2017 04:45","44859","46078"
"25.03.2017 04:45 - 25.03.2017 05:00","45058","46227"
"25.03.2017 05:00 - 25.03.2017 05:15","45365","46377"
"25.03.2017 05:15 - 25.03.2017 05:30","45190","46379"
"25.03.2017 05:30 - 25.03.2017 05:45","45692","46213"
"25.03.2017 05:45 - 25.03.2017 06:00","45869","46202"
"25.03.2017 06:00 - 25.03.2017 06:15","46296","46466"
"25.03.2017 06:15 - 25.03.2017 06:30","47084","46405"
"25.03.2017 06:30 - 25.03.2017 06:45","47542","46989"
"25.03.2017 06:45 - 25.03.2017 07:00","48463","47766"
"25.03.2017 07:00 - 25.03.2017 07:15","49406","48767"
"25.03.2017 07:15 - 25.03.2017 07:30","50285","49750"
"25.03.2017 07:30 - 25.03.2017 07:45","52121","50862"
"25.03.2017 07:45 - 25.03.2017 08:00","53215","51892"
"25.03.2017 08:00 - 25.03.2017 08:15","54369","52962"
"25.03.2017 08:15 - 25.03.2017 08:30","55164","53887"
"25.03.2017 08:30 - 25.03.2017 08:45","56043","54782"
"25.03.2017 08:45 - 25.03.2017 09:00","56782","55625"
"25.03.2017 09:00 - 25.03.2017 09:15","57706","56205"
"25.03.2017 09:15 - 25.03.2017 09:30","58542","56575"
"25.03.2017 09:30 - 25.03.2017 09:45","59073","56797"
"25.03.2017 09:45 - 25.03.2017 10:00","59461","57100"
"25.03.2017 10:00 - 25.03.2017 10:15","59913","57490"
"25.03.2017 10:15 - 25.03.2017 10:30","60318","57836"
"25.03.2017 10:30 - 25.03.2017 10:45","60544","57958"
"25.03.2017 10:45 - 25.03.2017 11:00","60618","57927"
"25.03.2017 11:00 - 25.03.2017 11:15","60837","57985"
"25.03.2017 11:15 - 25.03.2017 11:30","61062","58425"
"25.03.2017 11:30 - 25.03.2017 11:45","61195","58245"
"25.03.2017 11:45 - 25.03.2017 12:00","60695","58155"
"25.03.2017 12:00 - 25.03.2017 12:15","60308","57845"
"25.03.2017 12:15 - 25.03.2017 12:30","60085","57744"
"25.03.2017 12:30 - 25.03.2017 12:45","59585","57286"
"25.03.2017 12:45 - 25.03.2017 13:00","59253","56991"
"25.03.2017 13:00 - 25.03.2017 13:15","58954","56461"
"25.03.2017 13:15 - 25.03.2017 13:30","58642","55909"
"25.03.2017 13:30 - 25.03.2017 13:45","57841","55335"
"25.03.2017 13:45 - 25.03.2017 14:00","57257","54663"
"25.03.2017 14:00 - 25.03.2017 14:15","56713","53913"
"25.03.2017 14:15 - 25.03.2017 14:30","56287","53396"
"25.03.2017 14:30 - 25.03.2017 14:45","56037","52837"
"25.03.2017 14:45 - 25.03.2017 15:00","56387","52577"
"25.03.2017 15:00 - 25.03.2017 15:15","56408","52341"
"25.03.2017 15:15 - 25.03.2017 15:30","55650","52193"
"25.03.2017 15:30 - 25.03.2017 15:45","55328","52137"
"25.03.2017 15:45 - 25.03.2017 16:00","55243","51945"
"25.03.2017 16:00 - 25.03.2017 16:15","55162","51732"
"25.03.2017 16:15 - 25.03.2017 16:30","55120","51438"
"25.03.2017 16:30 - 25.03.2017 16:45","54870","51603"
"25.03.2017 16:45 - 25.03.2017 17:00","55055","51925"
"25.03.2017 17:00 - 25.03.2017 17:15","55517","52199"
"25.03.2017 17:15 - 25.03.2017 17:30","55417","52675"
"25.03.2017 17:30 - 25.03.2017 17:45","55996","53144"
"25.03.2017 17:45 - 25.03.2017 18:00","55941","53498"
"25.03.2017 18:00 - 25.03.2017 18:15","56291","54245"
"25.03.2017 18:15 - 25.03.2017 18:30","56904","54751"
"25.03.2017 18:30 - 25.03.2017 18:45","57220","55404"
"25.03.2017 18:45 - 25.03.2017 19:00","57845","56258"
"25.03.2017 19:00 - 25.03.2017 19:15","58236","57712"
"25.03.2017 19:15 - 25.03.2017 19:30","58314","57854"
"25.03.2017 19:30 - 25.03.2017 19:45","57885","57601"
"25.03.2017 19:45 - 25.03.2017 20:00","57411","56592"
"25.03.2017 20:00 - 25.03.2017 20:15","56442","55872"
"25.03.2017 20:15 - 25.03.2017 20:30","54937","54358"
"25.03.2017 20:30 - 25.03.2017 20:45","54008","53367"
"25.03.2017 20:45 - 25.03.2017 21:00","52925","52659"
"25.03.2017 21:00 - 25.03.2017 21:15","52175","52021"
"25.03.2017 21:15 - 25.03.2017 21:30","51561","51279"
"25.03.2017 21:30 - 25.03.2017 21:45","51265","50912"
"25.03.2017 21:45 - 25.03.2017 22:00","50938","50385"
"25.03.2017 22:00 - 25.03.2017 22:15","51049","50638"
"25.03.2017 22:15 - 25.03.2017 22:30","50838","50174"
"25.03.2017 22:30 - 25.03.2017 22:45","49969","49480"
"25.03.2017 22:45 - 25.03.2017 23:00","49130","48536"
"25.03.2017 23:00 - 25.03.2017 23:15","47719","47761"
"25.03.2017 23:15 - 25.03.2017 23:30","47002","46642"
"25.03.2017 23:30 - 25.03.2017 23:45","46180","45833"
"25.03.2017 23:45 - 26.03.2017 00:00","45406","45369"
"26.03.2017 00:00 - 26.03.2017 00:15","43425","44233"
"26.03.2017 00:15 - 26.03.2017 00:30","42914","43416"
"26.03.2017 00:30 - 26.03.2017 00:45","42346","42951"
"26.03.2017 00:45 - 26.03.2017 01:00","41753","42546"
"26.03.2017 01:00 - 26.03.2017 01:15","41143","41965"
"26.03.2017 01:15 - 26.03.2017 01:30","40707","41490"
"26.03.2017 01:30 - 26.03.2017 01:45","40314","41333"
"26.03.2017 01:45 - 26.03.2017 02:00","40187","31375"
"26.03.2017 02:00 - 26.03.2017 02:15","",""
"26.03.2017 02:15 - 26.03.2017 02:30","",""
"26.03.2017 02:30 - 26.03.2017 02:45","",""
"26.03.2017 02:45 - 26.03.2017 03:00","",""
"26.03.2017 03:00 - 26.03.2017 03:15","39930","40643"
"26.03.2017 03:15 - 26.03.2017 03:30","39662","40247"
"26.03.2017 03:30 - 26.03.2017 03:45","39843","40484"
"26.03.2017 03:45 - 26.03.2017 04:00","39619","40521"
"26.03.2017 04:00 - 26.03.2017 04:15","39867","40608"
"26.03.2017 04:15 - 26.03.2017 04:30","39863","40751"
"26.03.2017 04:30 - 26.03.2017 04:45","40051","40843"
"26.03.2017 04:45 - 26.03.2017 05:00","40007","41033"
"26.03.2017 05:00 - 26.03.2017 05:15","40055","41117"
"26.03.2017 05:15 - 26.03.2017 05:30","39768","40971"
"26.03.2017 05:30 - 26.03.2017 05:45","40119","40885"
